domain,subject_area,question
Hard Sciences,Theoretical Physics,Why are tachyons theoretical?
Hard Sciences,Theoretical Physics,What is Schrödinger's cat?
Hard Sciences,Theoretical Physics,How does Schrödinger's cat explain quantum theory?
Hard Sciences,Theoretical Physics,What is superposition?
Hard Sciences,Theoretical Physics,How does superposition affect particles?
Hard Sciences,Theoretical Physics,What is entanglement?
Hard Sciences,Theoretical Physics,How does entanglement connect particles?
Hard Sciences,Theoretical Physics,What is a singularity?
Hard Sciences,Theoretical Physics,How do singularities relate to black holes?
Hard Sciences,Theoretical Physics,What is spacetime?
Hard Sciences,Theoretical Physics,How does spacetime affect gravity?
Hard Sciences,Theoretical Physics,What is the cosmic microwave background?
Hard Sciences,Theoretical Physics,Why is the cosmic microwave background important?
Hard Sciences,Theoretical Physics,What is a cosmological constant?
Hard Sciences,Theoretical Physics,How does the cosmological constant affect the universe?
Hard Sciences,Theoretical Physics,What is a gravitational wave?
Hard Sciences,Theoretical Physics,How are gravitational waves detected?
Hard Sciences,Theoretical Physics,How do supernovas create elements?
Hard Sciences,Theoretical Physics,What are the laws of thermodynamics?
Hard Sciences,Theoretical Physics,How do the laws of thermodynamics apply to the universe?
Hard Sciences,Theoretical Physics,What is entropy?
Hard Sciences,Theoretical Physics,Why does entropy increase?
Hard Sciences,Theoretical Physics,What is a parallel dimension?
Hard Sciences,Theoretical Physics,How do scientists theorize about parallel dimensions?
Hard Sciences,Theoretical Physics,What is string theory made of?
Hard Sciences,Theoretical Physics,Why does string theory have different dimensions?
Hard Sciences,Theoretical Physics,What is a spacetime continuum?
Hard Sciences,Theoretical Physics,How is the spacetime continuum related to relativity?
Hard Sciences,Theoretical Physics,What is a quantum field?
Hard Sciences,Theoretical Physics,How do quantum fields interact with particles?
Hard Sciences,Theoretical Physics,What is a theoretical physicist?
Hard Sciences,Theoretical Physics,How do theoretical physicists conduct research?
Hard Sciences,Theoretical Physics,What is a dimension in physics?
Hard Sciences,Theoretical Physics,How do dimensions affect our universe?
Hard Sciences,Theoretical Physics,What is a virtual particle?
Hard Sciences,Theoretical Physics,How do virtual particles appear and disappear?
Hard Sciences,Theoretical Physics,What is a boson?
Hard Sciences,Theoretical Physics,How do bosons differ from fermions?
Hard Sciences,Theoretical Physics,What is the standard model of particle physics?
Hard Sciences,Theoretical Physics,How does the standard model explain the universe?
Hard Sciences,Theoretical Physics,What is Planck's constant?
Hard Sciences,Theoretical Physics,Why is Planck's constant important in quantum mechanics?
Hard Sciences,Theoretical Physics,What is a brane?
Hard Sciences,Theoretical Physics,How do branes relate to string theory?
Hard Sciences,Theoretical Physics,What is the holographic principle?
Hard Sciences,Theoretical Physics,How does the holographic principle describe the universe?
Hard Sciences,Theoretical Physics,What is symmetry in physics?
Hard Sciences,Theoretical Physics,Why is symmetry important in theoretical physics?
Hard Sciences,Theoretical Physics,What is a quantum leap?
Hard Sciences,Theoretical Physics,How do quantum leaps happen?
Hard Sciences,Theoretical Physics,What is a wave function?
Hard Sciences,Theoretical Physics,How does a wave function describe particles?
Hard Sciences,Theoretical Physics,What is a quantum computer?
Hard Sciences,Theoretical Physics,How does a quantum computer use quantum mechanics?
Hard Sciences,Theoretical Physics,What is the observer effect?
Hard Sciences,Theoretical Physics,How does the observer effect change experiments?
Hard Sciences,Theoretical Physics,What is a theoretical model?
Hard Sciences,Theoretical Physics,How do theoretical models help scientists understand the universe?
Hard Sciences,Theoretical Physics,How do scientists use math in theoretical physics?
Hard Sciences,Theoretical Physics,Why do we need theoretical physics to understand the universe?
Hard Sciences,Theoretical Physics,Why can't anything escape a black hole?
Hard Sciences,Theoretical Physics,How does time travel work in theory?
Hard Sciences,Theoretical Physics,Why does time go slower in space?
Hard Sciences,Theoretical Physics,What is quantum mechanics?
Hard Sciences,Theoretical Physics,How do particles behave differently in quantum physics?
Hard Sciences,Theoretical Physics,Why do scientists think there are multiple dimensions?
Hard Sciences,Theoretical Physics,How does the Big Bang theory explain the start of the universe?
Hard Sciences,Theoretical Physics,Why can't we see dark matter?
Hard Sciences,Theoretical Physics,How does dark energy affect the universe?
Hard Sciences,Theoretical Physics,Why is the Higgs boson important?
Hard Sciences,Theoretical Physics,How do scientists study things they can't see?
Hard Sciences,Theoretical Physics,Why does antimatter destroy matter?
Hard Sciences,Theoretical Physics,How does light travel through space?
Hard Sciences,Theoretical Physics,Why is the speed of light important in physics?
Hard Sciences,Theoretical Physics,What are gravitational waves?
Hard Sciences,Theoretical Physics,How were gravitational waves discovered?
Hard Sciences,Theoretical Physics,What is a singularity in a black hole?
Hard Sciences,Theoretical Physics,Why do some scientists believe in a multiverse?
Hard Sciences,Theoretical Physics,What is the difference between a theory and a law in physics?
Hard Sciences,Theoretical Physics,How do scientists create models to explain the universe?
Hard Sciences,Theoretical Physics,Why do particles sometimes appear and disappear?
Hard Sciences,Theoretical Physics,How do scientists test theories in physics?
Hard Sciences,Theoretical Physics,What is the role of imagination in theoretical physics?
Hard Sciences,Theoretical Physics,Why is symmetry important in physics?
Hard Sciences,Theoretical Physics,How do scientists predict the future behavior of particles?
Hard Sciences,Theoretical Physics,What is the relationship between energy and mass?
Life Sciences,Biology,What makes plants green?
Life Sciences,Biology,How do animals breathe underwater?
Life Sciences,Biology,Why do some animals sleep during the day and are awake at night?
Life Sciences,Biology,How do birds know where to fly when they migrate?
Life Sciences,Biology,What is photosynthesis?
Life Sciences,Biology,Why do humans have different blood types?
Life Sciences,Biology,How do fish breathe?
Life Sciences,Biology,What makes a cactus different from other plants?
Life Sciences,Biology,How do insects walk on water?
Life Sciences,Biology,How do flowers turn into fruit?
Life Sciences,Biology,Why do some animals hibernate?
Life Sciences,Biology,What are cells made of?
Life Sciences,Biology,How do ants find food?
Life Sciences,Biology,Why do some people have allergies?
Life Sciences,Biology,How do bees make honey?
Life Sciences,Biology,Why do some animals have fur and others have scales?
Life Sciences,Biology,What causes a plant to wilt?
Life Sciences,Biology,How do trees get water from their roots to their leaves?
Life Sciences,Biology,Why do we need to sleep?
Life Sciences,Biology,How do seeds grow into big plants?
Life Sciences,Biology,What do whales eat?
Life Sciences,Biology,Why do we have fingerprints?
Life Sciences,Biology,How do snakes move without legs?
Life Sciences,Biology,What is a food chain?
Life Sciences,Biology,How do plants make their own food?
Life Sciences,Biology,Why do birds sing?
Life Sciences,Biology,How do animals camouflage?
Life Sciences,Biology,What are fossils?
Life Sciences,Biology,Why do some animals live in groups?
Life Sciences,Biology,How do spiders spin webs?
Life Sciences,Biology,What is DNA?
Life Sciences,Biology,Why do we sweat?
Life Sciences,Biology,How do tadpoles turn into frogs?
Life Sciences,Biology,What is an ecosystem?
Life Sciences,Biology,How do caterpillars turn into butterflies?
Life Sciences,Biology,Why do penguins live in cold places?
Life Sciences,Biology,How does the heart pump blood?
Life Sciences,Biology,What is a habitat?
Life Sciences,Biology,Why do we have bones?
Life Sciences,Biology,How do mushrooms grow?
Life Sciences,Biology,What is the difference between a herbivore and a carnivore?
Life Sciences,Biology,How do bats find their way in the dark?
Life Sciences,Biology,Why do some animals change color?
Life Sciences,Biology,How does the brain work?
Life Sciences,Biology,What is the role of bacteria in our body?
Life Sciences,Biology,Why do some plants eat insects?
Life Sciences,Biology,How do animals communicate?
Life Sciences,Biology,What makes something a living thing?
Life Sciences,Biology,How does a chameleon change color?
Life Sciences,Biology,Why do we get goosebumps?
Life Sciences,Biology,How do birds fly?
Life Sciences,Biology,What is the water cycle and how does it affect living things?
Life Sciences,Biology,Why do some plants have thorns?
Life Sciences,Biology,How do jellyfish sting?
Life Sciences,Biology,What is a predator?
Life Sciences,Biology,How do animals adapt to their environment?
Life Sciences,Biology,Why do we yawn?
Life Sciences,Biology,How do worms help the soil?
Life Sciences,Biology,What is pollination?
Life Sciences,Biology,Why do animals have tails?
Life Sciences,Biology,How do marine animals survive in salty water?
Life Sciences,Biology,What is the difference between vertebrates and invertebrates?
Life Sciences,Biology,How do plants know which way to grow?
Life Sciences,Biology,Why do bees buzz?
Life Sciences,Biology,How do animals keep warm in the winter?
Life Sciences,Biology,What is a mammal?
Life Sciences,Biology,Why do some animals have long necks?
Life Sciences,Biology,How do plants spread their seeds?
Life Sciences,Biology,What is the importance of biodiversity?
Life Sciences,Biology,How do fireflies glow?
Life Sciences,Biology,Why do we have hair?
Life Sciences,Biology,How do crabs walk sideways?
Life Sciences,Biology,What is the smallest living thing?
Life Sciences,Biology,How do animals see in the dark?
Life Sciences,Biology,Why do snakes shed their skin?
Life Sciences,Biology,How do plants survive in deserts?
Life Sciences,Biology,What is the life cycle of a plant?
Life Sciences,Biology,Why do birds have beaks?
Life Sciences,Biology,How do animals find their way back home?
Life Sciences,Biology,What makes coral reefs so colorful?
Life Sciences,Biology,How do frogs croak?
Life Sciences,Biology,Why do elephants have big ears?
Life Sciences,Biology,What is a nocturnal animal?
Life Sciences,Biology,How do whales communicate?
Life Sciences,Biology,Why do some animals play dead?
Life Sciences,Biology,How do leaves help a plant?
Life Sciences,Biology,What is a symbiotic relationship?
Life Sciences,Biology,Why do we have a heartbeat?
Life Sciences,Biology,How do sea turtles navigate the ocean?
Life Sciences,Biology,What makes a flower smell good?
Life Sciences,Biology,How do animals survive in the Arctic?
Life Sciences,Biology,Why do some animals have stripes?
Life Sciences,Biology,How do sharks find their prey?
Life Sciences,Biology,What is a rainforest?
Life Sciences,Biology,How do ants build their colonies?
Life Sciences,Biology,Why do we blink?
Life Sciences,Biology,How do cactuses store water?
Life Sciences,Biology,What is the function of a stem in a plant?
Life Sciences,Biology,How do fish breathe underwater?
Life Sciences,Biology,Why do birds have feathers?
Life Sciences,Biology,What is the purpose of a flower's petals?
Life Sciences,Biology,How do plants get their food?
Life Sciences,Biology,How do frogs grow from tadpoles?
Life Sciences,Biology,What is the difference between a reptile and an amphibian?
Life Sciences,Biology,How do butterflies grow?
Life Sciences,Biology,How do trees help us breathe?
Life Sciences,Biology,How do penguins stay warm?
Life Sciences,Biology,Why do some animals have tails?
Life Sciences,Biology,How do plants reproduce?
Life Sciences,Biology,What is the food chain?
Life Sciences,Biology,How do birds know where to migrate?
Life Sciences,Biology,Why do some animals have fur?
Life Sciences,Biology,How do insects see the world?
Life Sciences,Biology,Why do plants need sunlight?
Life Sciences,Biology,Why are some animals endangered?
Life Sciences,Biology,What is a carnivore?
Life Sciences,Biology,How do sea turtles find their way back to the beach where they were born?
Life Sciences,Biology,What is a herbivore?
Life Sciences,Biology,Why do giraffes have long necks?
Life Sciences,Biology,How does a cactus survive in the desert?
Life Sciences,Biology,How do octopuses change color?
Life Sciences,Biology,Why do animals have camouflage?
Life Sciences,Biology,What is a decomposer?
Life Sciences,Biology,How do bats use echolocation?
Life Sciences,Biology,What is a producer in biology?
Life Sciences,Biology,Why do some animals have horns?
Life Sciences,Biology,How do dolphins sleep?
Life Sciences,Biology,What is a scavenger?
Life Sciences,Biology,How do plants grow towards light?
Life Sciences,Biology,Why do some animals glow in the dark?
Life Sciences,Biology,How do butterflies transform from caterpillars?
Life Sciences,Medicine,What is medicine?
Life Sciences,Medicine,How do doctors help people get better?
Life Sciences,Medicine,Why do we need to take medicine when we're sick?
Life Sciences,Medicine,What is a vaccine and how does it work?
Life Sciences,Medicine,How do our bodies fight off germs?
Life Sciences,Medicine,Why do we need to wash our hands?
Life Sciences,Medicine,What are germs and where do they come from?
Life Sciences,Medicine,How does a bandage help a cut heal?
Life Sciences,Medicine,What is a thermometer used for?
