domain,subject_area,question
STEM (Complex),high_school_biology,Which of the following is the most likely benefit of periodic natural wildfires in some forest ecosystems?
Professional/Other (Complex),professional_law,"A husband is charged with murder in the shooting death of his brother-in-law. In the jurisdiction in which the husband is on trial for murder, the defense of insanity is an affirmative defense. The husband pleads insanity as his defense. At trial, in order to prove his defense of insanity, the husband has"
Professional/Other (Complex),professional_law,"A woman was seven months pregnant with her first child. One afternoon, the woman was in the kitchen of her home preparing a snack when she glanced out the window and saw a horrible crime being committed. The woman watched in horror as a local gang member pulled out a handgun and used it to shoot the victim, a member of a rival gang. The gang member did not know anyone was witnessing his act of shooting the victim. The woman watched as the victim collapsed and fell dead on her neighbor's front lawn. As a result of her shock from viewing this horrible incident, the woman suffered a miscarriage. If the woman asserts a claim against the local gang member who shot the victim, the woman will"
Humanities/Social Sciences (Complex),global_facts,In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?
Humanities/Social Sciences (Complex),high_school_psychology,Kohler's studies with apes are seen as demonstrating
Humanities/Social Sciences (Complex),high_school_psychology,"A sixth-grade teacher is concerned because Kerry, a student in class, has been hostile to classmates. Which of the following teacher strategies is most likely to encourage Kerry to be more cooperative with classmates?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My baby rode in their carseat while I drove the car on the freeway. Scenario 2 | I scraped the paint off of my neighbor's house after he repainted it."
STEM (Complex),high_school_chemistry,A sample of liquid NH3 is brought to its boiling point. Which of the following occurs during the boiling process?
Humanities/Social Sciences (Complex),philosophy,Aesthetic values have to do with _______
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I make my bunny eat a vegan diet, even though he's getting plump. Scenario 2 | As my parents slept, I played my trumpet."
